date,dealer_id,bays_express,bay_capacity_hours,express_lane_ros,utilization,ro_per_bay_hour
2025-08-18,D055,4,192,138,0.7946634288465656,0.7188
2025-08-25,D055,4,192,267,0.7230549685652323,1.3906
2025-09-01,D055,4,192,250,0.7366966273600178,1.3021
2025-03-10,D056,5,240,179,0.691307839164069,0.7458
2025-03-17,D056,5,240,171,0.6990005065896525,0.7125
2025-03-24,D056,5,240,149,0.683456419761874,0.6208
2025-03-31,D056,5,240,230,0.7187533536349378,0.9583
2025-04-07,D056,5,240,183,0.6365016146104918,0.7625
2025-04-14,D056,5,240,201,0.6639033282810018,0.8375
2025-04-21,D056,5,240,167,0.717097442315057,0.6958
2025-04-28,D056,5,240,223,0.6431976038329732,0.9292
2025-05-05,D056,5,240,147,0.6912885423452655,0.6125
2025-05-12,D056,5,240,178,0.7417108575213573,0.7417
2025-05-19,D056,5,240,227,0.7183813737543121,0.9458
2025-05-26,D056,5,240,167,0.6922122246219503,0.6958
2025-06-02,D056,5,240,131,0.6850484876427575,0.5458
2025-06-09,D056,5,240,171,0.6911690685455084,0.7125
2025-06-16,D056,5,240,213,0.6648179083124317,0.8875
2025-06-23,D056,5,240,198,0.6937268103947958,0.825
2025-06-30,D056,5,240,211,0.7221204465659768,0.8792
2025-07-07,D056,5,240,166,0.6887823259815377,0.6917
2025-07-14,D056,5,240,171,0.6962377911695063,0.7125
2025-07-21,D056,5,240,191,0.7361910206857288,0.7958
2025-07-28,D056,5,240,159,0.6725500666960349,0.6625
2025-08-04,D056,5,240,157,0.6543064603260433,0.6542
2025-08-11,D056,5,240,156,0.7816678744303786,0.65
2025-08-18,D056,5,240,167,0.6876976932782995,0.6958
2025-08-25,D056,5,240,162,0.7872697737896792,0.675
2025-09-01,D056,5,240,186,0.6629853095885127,0.775
2025-03-10,D057,3,144,198,0.9163321068852175,1.375
2025-03-17,D057,3,144,231,0.7725301596387308,1.6042
2025-03-24,D057,3,144,231,0.7832679628130959,1.6042
2025-03-31,D057,3,144,222,0.7394257437323366,1.5417
2025-04-07,D057,3,144,222,0.739642433853937,1.5417
2025-04-14,D057,3,144,254,0.7213440543450458,1.7639
2025-04-21,D057,3,144,181,0.8675567514144239,1.2569
2025-04-28,D057,3,144,186,0.7910318397987444,1.2917
2025-05-05,D057,3,144,202,0.7762116716239239,1.4028
2025-05-12,D057,3,144,218,0.7859728697634213,1.5139
2025-05-19,D057,3,144,206,0.815685732335741,1.4306
2025-05-26,D057,3,144,257,0.7765989356625799,1.7847
2025-06-02,D057,3,144,265,0.7664422036162652,1.8403
2025-06-09,D057,3,144,239,0.7720114583601067,1.6597
2025-06-16,D057,3,144,188,0.7785725161505326,1.3056
2025-06-23,D057,3,144,257,0.8194290584833831,1.7847
2025-06-30,D057,3,144,197,0.8295580204247888,1.3681
2025-07-07,D057,3,144,190,0.7977709322045377,1.3194
2025-07-14,D057,3,144,281,0.8299049227463695,1.9514
2025-07-21,D057,3,144,204,0.7802677014240479,1.4167
2025-07-28,D057,3,144,239,0.7910874528164736,1.6597
2025-08-04,D057,3,144,182,0.8338208415993377,1.2639
2025-08-11,D057,3,144,204,0.8033910477415425,1.4167
2025-08-18,D057,3,144,258,0.790476003166879,1.7917
2025-08-25,D057,3,144,247,0.7704678779188945,1.7153
2025-09-01,D057,3,144,221,0.8274813171727886,1.5347
2025-03-10,D058,2,96,89,0.4947565886501199,0.9271
2025-03-17,D058,2,96,94,0.4340358139487832,0.9792
2025-03-24,D058,2,96,71,0.5163581158700177,0.7396
2025-03-31,D058,2,96,93,0.42178279944413755,0.9688
2025-04-07,D058,2,96,103,0.40420288257219683,1.0729
2025-04-14,D058,2,96,86,0.5126983077896731,0.8958
2025-04-21,D058,2,96,98,0.4358709899808404,1.0208
2025-04-28,D058,2,96,86,0.4852719181415944,0.8958
2025-05-05,D058,2,96,95,0.41222953366389253,0.9896
2025-05-12,D058,2,96,91,0.412873459320502,0.9479
2025-05-19,D058,2,96,76,0.40325796615969656,0.7917
2025-05-26,D058,2,96,100,0.5102856120657737,1.0417
2025-06-02,D058,2,96,96,0.46071713847044654,1.0
2025-06-09,D058,2,96,80,0.5675954323314361,0.8333
2025-06-16,D058,2,96,101,0.47964035750357525,1.0521
2025-06-23,D058,2,96,84,0.4058165978332893,0.875
2025-06-30,D058,2,96,99,0.46088303568340216,1.0312
2025-07-07,D058,2,96,86,0.5350074985167294,0.8958
2025-07-14,D058,2,96,95,0.4464301903500665,0.9896
2025-07-21,D058,2,96,81,0.4686432395073847,0.8438
2025-07-28,D058,2,96,104,0.3896512596213153,1.0833
2025-08-04,D058,2,96,73,0.43856666308495246,0.7604
2025-08-11,D058,2,96,100,0.35075684906586024,1.0417
2025-08-18,D058,2,96,88,0.3382328863327106,0.9167
2025-08-25,D058,2,96,75,0.4441117070498152,0.7812
2025-09-01,D058,2,96,98,0.4761857405842096,1.0208
2025-03-10,D059,3,144,144,0.5453540512675972,1.0
2025-03-17,D059,3,144,144,0.5985104769385702,1.0
2025-03-24,D059,3,144,131,0.5545503570079429,0.9097
2025-03-31,D059,3,144,145,0.5442492611657472,1.0069
2025-04-07,D059,3,144,130,0.6643016211221182,0.9028
2025-04-14,D059,3,144,143,0.6288114236255506,0.9931
2025-04-21,D059,3,144,141,0.5409936256757142,0.9792
2025-04-28,D059,3,144,157,0.5063730765853561,1.0903
2025-05-05,D059,3,144,142,0.6521169068271925,0.9861
2025-05-12,D059,3,144,147,0.6515633873701999,1.0208
2025-05-19,D059,3,144,117,0.6639039854289029,0.8125
2025-05-26,D059,3,144,131,0.5826532972928924,0.9097
2025-06-02,D059,3,144,124,0.6304537076530717,0.8611
2025-06-09,D059,3,144,133,0.5738373817283934,0.9236
2025-06-16,D059,3,144,131,0.6278831725928905,0.9097
2025-06-23,D059,3,144,147,0.57267242261131,1.0208
2025-06-30,D059,3,144,141,0.633960193822505,0.9792
2025-07-07,D059,3,144,136,0.6108927556835512,0.9444
2025-07-14,D059,3,144,113,0.5536611071271829,0.7847
2025-07-21,D059,3,144,130,0.611563662551045,0.9028
2025-07-28,D059,3,144,156,0.5986928836533185,1.0833
2025-08-04,D059,3,144,151,0.542992879530916,1.0486
2025-08-11,D059,3,144,125,0.5553289323096073,0.8681
2025-08-18,D059,3,144,130,0.5784980966306013,0.9028
2025-08-25,D059,3,144,149,0.4759217024908242,1.0347
2025-09-01,D059,3,144,133,0.6879819821121732,0.9236
2025-03-10,D060,3,144,77,0.3245532865702667,0.5347
2025-03-17,D060,3,144,73,0.3709988286401581,0.5069
2025-03-24,D060,3,144,95,0.3787038064960337,0.6597
2025-03-31,D060,3,144,90,0.3515868316616426,0.625
2025-04-07,D060,3,144,70,0.347968943055328,0.4861
2025-04-14,D060,3,144,88,0.415182090810554,0.6111
2025-04-21,D060,3,144,62,0.42765763578073657,0.4306
2025-04-28,D060,3,144,105,0.40687414957512663,0.7292
2025-05-05,D060,3,144,81,0.43068535012336745,0.5625
2025-05-12,D060,3,144,70,0.46681489445273355,0.4861
2025-05-19,D060,3,144,68,0.4024480522336811,0.4722
2025-05-26,D060,3,144,82,0.42684463015967106,0.5694
2025-06-02,D060,3,144,78,0.3972849401504514,0.5417
2025-06-09,D060,3,144,89,0.49458142509320147,0.6181
2025-06-16,D060,3,144,80,0.3941692888432873,0.5556
2025-06-23,D060,3,144,98,0.4031643918045801,0.6806
2025-06-30,D060,3,144,88,0.4748565218775759,0.6111
2025-07-07,D060,3,144,70,0.4538905795688551,0.4861
2025-07-14,D060,3,144,80,0.35222577939513655,0.5556
2025-07-21,D060,3,144,73,0.3871703675510742,0.5069
2025-07-28,D060,3,144,92,0.36235101778492884,0.6389
2025-08-04,D060,3,144,81,0.44445042672449875,0.5625
2025-08-11,D060,3,144,90,0.40773914174001935,0.625
2025-08-18,D060,3,144,84,0.33124907609499626,0.5833
2025-08-25,D060,3,144,76,0.44932558510497006,0.5278
2025-09-01,D060,3,144,86,0.38831850874663987,0.5972
2025-03-10,D061,5,240,146,0.6258815707892023,0.6083
2025-03-17,D061,5,240,148,0.5953760353592576,0.6167
2025-03-24,D061,5,240,132,0.6243076790505974,0.55
2025-03-31,D061,5,240,144,0.625696142001387,0.6
2025-04-07,D061,5,240,114,0.6634415953082207,0.475
2025-04-14,D061,5,240,143,0.6535243701895381,0.5958
2025-04-21,D061,5,240,150,0.5492557461334151,0.625
2025-04-28,D061,5,240,136,0.5535956323693114,0.5667
2025-05-05,D061,5,240,140,0.6051794427739925,0.5833
2025-05-12,D061,5,240,142,0.5338483786244618,0.5917
2025-05-19,D061,5,240,152,0.49412034414253,0.6333
2025-05-26,D061,5,240,146,0.5830221490469222,0.6083
2025-06-02,D061,5,240,149,0.652481404942072,0.6208
2025-06-09,D061,5,240,152,0.722511784691084,0.6333
2025-06-16,D061,5,240,162,0.5645701609863185,0.675
2025-06-23,D061,5,240,154,0.6442688565482534,0.6417
2025-06-30,D061,5,240,149,0.5605603184238274,0.6208
2025-07-07,D061,5,240,149,0.6099918166021306,0.6208
2025-07-14,D061,5,240,137,0.5830394225915736,0.5708
2025-07-21,D061,5,240,177,0.59421257373758,0.7375
2025-07-28,D061,5,240,161,0.5689061065075028,0.6708
2025-08-04,D061,5,240,130,0.5777490184896444,0.5417
2025-08-11,D061,5,240,173,0.5908540371096235,0.7208
2025-08-18,D061,5,240,169,0.6368585505526047,0.7042
2025-08-25,D061,5,240,136,0.561204820521948,0.5667
2025-09-01,D061,5,240,159,0.5304232539158185,0.6625
2025-03-10,D062,4,192,246,0.8282744886912106,1.2812
2025-03-17,D062,4,192,217,0.8156230469143677,1.1302
2025-03-24,D062,4,192,191,0.7941557589576399,0.9948
2025-03-31,D062,4,192,199,0.7679330614767303,1.0365
2025-04-07,D062,4,192,183,0.7599032102754917,0.9531
2025-04-14,D062,4,192,231,0.8070475446746515,1.2031
2025-04-21,D062,4,192,231,0.740643387069244,1.2031
2025-04-28,D062,4,192,187,0.8027263979109432,0.974
2025-05-05,D062,4,192,237,0.7662605089218635,1.2344
2025-05-12,D062,4,192,210,0.8506679501138644,1.0938
2025-05-19,D062,4,192,185,0.7715859499361981,0.9635
2025-05-26,D062,4,192,170,0.7903317822366489,0.8854
2025-06-02,D062,4,192,261,0.7185942077096785,1.3594
2025-06-09,D062,4,192,202,0.7551768509740051,1.0521
2025-06-16,D062,4,192,254,0.7594211494297903,1.3229
2025-06-23,D062,4,192,222,0.8153974749801749,1.1562
2025-06-30,D062,4,192,197,0.7149263739514087,1.026
2025-07-07,D062,4,192,189,0.746855183983986,0.9844
2025-07-14,D062,4,192,224,0.7124507571745742,1.1667
2025-07-21,D062,4,192,216,0.798646039663512,1.125
2025-07-28,D062,4,192,214,0.8242206455073038,1.1146
2025-08-04,D062,4,192,165,0.7818092794186627,0.8594
2025-08-11,D062,4,192,226,0.8026198073296872,1.1771
2025-08-18,D062,4,192,249,0.7237126031264378,1.2969
2025-08-25,D062,4,192,252,0.8334439362915305,1.3125
2025-09-01,D062,4,192,236,0.8545700244196573,1.2292
2025-03-10,D063,5,240,201,0.7087969321331398,0.8375
2025-03-17,D063,5,240,169,0.7062920243920712,0.7042
2025-03-24,D063,5,240,185,0.6966942407694152,0.7708
2025-03-31,D063,5,240,169,0.7441072611729679,0.7042
2025-04-07,D063,5,240,154,0.6316740827474773,0.6417
2025-04-14,D063,5,240,212,0.7499473637246358,0.8833
2025-04-21,D063,5,240,175,0.6636068706717236,0.7292
2025-04-28,D063,5,240,181,0.7231888569243474,0.7542
2025-05-05,D063,5,240,231,0.7016196771860063,0.9625
2025-05-12,D063,5,240,153,0.6569771476287678,0.6375
2025-05-19,D063,5,240,147,0.7247133662436562,0.6125
2025-05-26,D063,5,240,182,0.6784155600457956,0.7583
2025-06-02,D063,5,240,155,0.6041036920610463,0.6458
2025-06-09,D063,5,240,169,0.7735889086780718,0.7042
2025-06-16,D063,5,240,184,0.7685707889560949,0.7667
2025-06-23,D063,5,240,148,0.7714341016343967,0.6167
2025-06-30,D063,5,240,151,0.8025157321135716,0.6292
2025-07-07,D063,5,240,169,0.6788670961258706,0.7042
2025-07-14,D063,5,240,169,0.7235318876385525,0.7042
2025-07-21,D063,5,240,161,0.6586184548956636,0.6708
2025-07-28,D063,5,240,127,0.7073415194447737,0.5292
2025-08-04,D063,5,240,176,0.7172121266585365,0.7333
2025-08-11,D063,5,240,142,0.5779574083249505,0.5917
2025-08-18,D063,5,240,177,0.7063660373564877,0.7375
2025-08-25,D063,5,240,145,0.7834520814591013,0.6042
2025-09-01,D063,5,240,186,0.7388017831305799,0.775
2025-03-10,D064,5,240,187,0.6700323919025397,0.7792
2025-03-17,D064,5,240,132,0.7280659243833474,0.55
2025-03-24,D064,5,240,191,0.6676465322373466,0.7958
2025-03-31,D064,5,240,165,0.7233336160142366,0.6875
2025-04-07,D064,5,240,184,0.7027790896156221,0.7667
2025-04-14,D064,5,240,216,0.6094644882011091,0.9
2025-04-21,D064,5,240,208,0.6680520421371716,0.8667
2025-04-28,D064,5,240,163,0.7120814670019702,0.6792
2025-05-05,D064,5,240,179,0.6958071308527766,0.7458
2025-05-12,D064,5,240,164,0.7136311005530571,0.6833
2025-05-19,D064,5,240,176,0.7039398448214197,0.7333
2025-05-26,D064,5,240,215,0.6562859676091232,0.8958
2025-06-02,D064,5,240,156,0.6778972833497254,0.65
2025-06-09,D064,5,240,221,0.6992435944655688,0.9208
2025-06-16,D064,5,240,172,0.7663894776932406,0.7167
2025-06-23,D064,5,240,208,0.6808684909584886,0.8667
2025-06-30,D064,5,240,172,0.6806635248861606,0.7167
2025-07-07,D064,5,240,155,0.7082778671783069,0.6458
2025-07-14,D064,5,240,159,0.7161489797620535,0.6625
2025-07-21,D064,5,240,180,0.7311306490073942,0.75
2025-07-28,D064,5,240,138,0.6495212704158944,0.575
2025-08-04,D064,5,240,192,0.746351638510005,0.8
2025-08-11,D064,5,240,195,0.745541810286303,0.8125
2025-08-18,D064,5,240,184,0.6199913005817224,0.7667
2025-08-25,D064,5,240,169,0.7104452508739311,0.7042
2025-09-01,D064,5,240,180,0.7478588095713229,0.75
2025-03-10,D065,5,240,126,0.5094596648479229,0.525
2025-03-17,D065,5,240,160,0.5511236004704039,0.6667
2025-03-24,D065,5,240,127,0.6411377749768887,0.5292
2025-03-31,D065,5,240,150,0.5403552669372177,0.625
2025-04-07,D065,5,240,156,0.6198150523995533,0.65
2025-04-14,D065,5,240,154,0.6002170253072123,0.6417
2025-04-21,D065,5,240,159,0.5822538653686672,0.6625
2025-04-28,D065,5,240,141,0.5650177318217248,0.5875
2025-05-05,D065,5,240,131,0.6731467312982872,0.5458
2025-05-12,D065,5,240,110,0.6371852625127203,0.4583
2025-05-19,D065,5,240,132,0.6458211427833771,0.55
2025-05-26,D065,5,240,132,0.5857227756618509,0.55
2025-06-02,D065,5,240,130,0.6465126885701374,0.5417
2025-06-09,D065,5,240,153,0.6206899922008267,0.6375
2025-06-16,D065,5,240,168,0.584402973702205,0.7
2025-06-23,D065,5,240,125,0.6500801734472227,0.5208
2025-06-30,D065,5,240,117,0.5625931483220896,0.4875
2025-07-07,D065,5,240,132,0.6112685466935813,0.55
2025-07-14,D065,5,240,158,0.6681549608714161,0.6583
2025-07-21,D065,5,240,159,0.6299794930154193,0.6625
2025-07-28,D065,5,240,161,0.5651611618739277,0.6708
2025-08-04,D065,5,240,129,0.6399272217808427,0.5375
2025-08-11,D065,5,240,113,0.6253741473125606,0.4708
2025-08-18,D065,5,240,130,0.5439397522274835,0.5417
2025-08-25,D065,5,240,161,0.6035528883338406,0.6708
2025-09-01,D065,5,240,176,0.6201507639778658,0.7333
2025-03-10,D066,2,96,191,0.7067525542297898,1.9896
2025-03-17,D066,2,96,149,0.6162689979741593,1.5521
2025-03-24,D066,2,96,171,0.6676958408146817,1.7812
2025-03-31,D066,2,96,187,0.7653183191605324,1.9479
2025-04-07,D066,2,96,210,0.7924702573811795,2.1875
2025-04-14,D066,2,96,175,0.7180350565016135,1.8229
2025-04-21,D066,2,96,178,0.6714126491488422,1.8542
2025-04-28,D066,2,96,178,0.7643765621808007,1.8542
2025-05-05,D066,2,96,198,0.8101281834237162,2.0625
2025-05-12,D066,2,96,168,0.6945942151634887,1.75
2025-05-19,D066,2,96,165,0.7513332475245074,1.7188
2025-05-26,D066,2,96,156,0.7435281358334589,1.625
2025-06-02,D066,2,96,170,0.7220607459938234,1.7708
2025-06-09,D066,2,96,193,0.676692302567045,2.0104
2025-06-16,D066,2,96,161,0.7612814281823894,1.6771
2025-06-23,D066,2,96,106,0.68630728958779,1.1042
2025-06-30,D066,2,96,207,0.6645498226922637,2.1562
2025-07-07,D066,2,96,150,0.7189047975509193,1.5625
2025-07-14,D066,2,96,205,0.6326475530222693,2.1354
2025-07-21,D066,2,96,205,0.7559950403425615,2.1354
2025-07-28,D066,2,96,161,0.7444534012007104,1.6771
2025-08-04,D066,2,96,218,0.70929761160654,2.2708
2025-08-11,D066,2,96,210,0.714849167260652,2.1875
2025-08-18,D066,2,96,195,0.714484792339878,2.0312
2025-08-25,D066,2,96,165,0.7349192654962582,1.7188
2025-09-01,D066,2,96,164,0.7432896246497879,1.7083
2025-03-10,D067,5,240,217,0.816318673134546,0.9042
2025-03-17,D067,5,240,215,0.7532960425759911,0.8958
2025-03-24,D067,5,240,221,0.8131409073888467,0.9208
2025-03-31,D067,5,240,172,0.8510775866274705,0.7167
2025-04-07,D067,5,240,248,0.7999429148447106,1.0333
2025-04-14,D067,5,240,255,0.7970472077769026,1.0625
2025-04-21,D067,5,240,206,0.8096430048883454,0.8583
2025-04-28,D067,5,240,237,0.7561906206052852,0.9875
2025-05-05,D067,5,240,220,0.7808114201625086,0.9167
2025-05-12,D067,5,240,218,0.7848569303242963,0.9083
2025-05-19,D067,5,240,224,0.7204830333439947,0.9333
2025-05-26,D067,5,240,260,0.8416426226064284,1.0833
2025-06-02,D067,5,240,255,0.752946559246574,1.0625
2025-06-09,D067,5,240,215,0.7376032629696637,0.8958
2025-06-16,D067,5,240,247,0.7070846293783191,1.0292
2025-06-23,D067,5,240,200,0.7160008569487204,0.8333
2025-06-30,D067,5,240,208,0.8851781582130694,0.8667
2025-07-07,D067,5,240,166,0.7365591671510888,0.6917
2025-07-14,D067,5,240,285,0.865881760339027,1.1875
2025-07-21,D067,5,240,209,0.7872583914605564,0.8708
2025-07-28,D067,5,240,225,0.7757774442746257,0.9375
2025-08-04,D067,5,240,198,0.7882117525797505,0.825
2025-08-11,D067,5,240,257,0.7334735260370236,1.0708
2025-08-18,D067,5,240,243,0.8208859150150479,1.0125
2025-08-25,D067,5,240,216,0.7648120954798479,0.9
2025-09-01,D067,5,240,198,0.7873919655485345,0.825
2025-03-10,D068,4,192,81,0.36967405641510254,0.4219
2025-03-17,D068,4,192,72,0.3163907416657412,0.375
2025-03-24,D068,4,192,73,0.3648570742405588,0.3802
2025-03-31,D068,4,192,81,0.37561848581895296,0.4219
2025-04-07,D068,4,192,99,0.3879364521266996,0.5156
2025-04-14,D068,4,192,63,0.43562866142663087,0.3281
2025-04-21,D068,4,192,74,0.46084375722397003,0.3854
2025-04-28,D068,4,192,82,0.36126866459011875,0.4271
2025-05-05,D068,4,192,91,0.40061459801275473,0.474
2025-05-12,D068,4,192,89,0.41600745747947804,0.4635
2025-05-19,D068,4,192,71,0.5231750371109034,0.3698
2025-05-26,D068,4,192,54,0.3173243592854986,0.2812
2025-06-02,D068,4,192,80,0.35230961333966704,0.4167
2025-06-09,D068,4,192,74,0.40496003214389015,0.3854
2025-06-16,D068,4,192,81,0.4346159302258253,0.4219
2025-06-23,D068,4,192,69,0.3404140960621382,0.3594
2025-06-30,D068,4,192,77,0.42170654824075043,0.401
2025-07-07,D068,4,192,94,0.3340763881725809,0.4896
2025-07-14,D068,4,192,45,0.40790443232342566,0.2344
2025-07-21,D068,4,192,80,0.34160462168842287,0.4167
2025-07-28,D068,4,192,69,0.38980823218169003,0.3594
2025-08-04,D068,4,192,67,0.3430956657313264,0.349
2025-08-11,D068,4,192,90,0.45382191238556335,0.4688
2025-08-18,D068,4,192,103,0.4737730653242138,0.5365
2025-08-25,D068,4,192,74,0.369115549013061,0.3854
2025-09-01,D068,4,192,83,0.40739276383599143,0.4323
2025-03-10,D069,4,192,174,0.7165370179080184,0.9062
2025-03-17,D069,4,192,157,0.7067193644911289,0.8177
2025-03-24,D069,4,192,167,0.6513051018070783,0.8698
2025-03-31,D069,4,192,172,0.7585444644914172,0.8958
2025-04-07,D069,4,192,200,0.7347673433921766,1.0417
2025-04-14,D069,4,192,158,0.7200592308190116,0.8229
2025-04-21,D069,4,192,160,0.7082290636415235,0.8333
2025-04-28,D069,4,192,172,0.7069365871418238,0.8958
2025-05-05,D069,4,192,184,0.5935384489315293,0.9583
2025-05-12,D069,4,192,167,0.7549287716002644,0.8698
2025-05-19,D069,4,192,188,0.7590895428193883,0.9792
2025-05-26,D069,4,192,177,0.719314362371998,0.9219
2025-06-02,D069,4,192,208,0.6820385571472243,1.0833
2025-06-09,D069,4,192,191,0.6198066625219482,0.9948
2025-06-16,D069,4,192,226,0.7495248078929768,1.1771
2025-06-23,D069,4,192,153,0.6825608968900535,0.7969
2025-06-30,D069,4,192,143,0.7037889255660733,0.7448
2025-07-07,D069,4,192,146,0.7721382104826772,0.7604
2025-07-14,D069,4,192,200,0.6376083912933613,1.0417
2025-07-21,D069,4,192,197,0.5948032163832422,1.026
2025-07-28,D069,4,192,140,0.6991848889643433,0.7292
2025-08-04,D069,4,192,191,0.7053319961759422,0.9948
2025-08-11,D069,4,192,184,0.5975758251025933,0.9583
2025-08-18,D069,4,192,179,0.7549040316893026,0.9323
2025-08-25,D069,4,192,180,0.6815849983035192,0.9375
2025-09-01,D069,4,192,158,0.8146422504837061,0.8229
2025-03-10,D070,2,96,86,0.4397910457086112,0.8958
2025-03-17,D070,2,96,78,0.4690625419130637,0.8125
2025-03-24,D070,2,96,106,0.5205726628930014,1.1042
2025-03-31,D070,2,96,68,0.4690148194045344,0.7083
2025-04-07,D070,2,96,84,0.3895329486092284,0.875
2025-04-14,D070,2,96,67,0.4454707229162949,0.6979
2025-04-21,D070,2,96,92,0.4358816060696548,0.9583
2025-04-28,D070,2,96,98,0.3002842257630134,1.0208
2025-05-05,D070,2,96,106,0.403998639387846,1.1042
2025-05-12,D070,2,96,103,0.4546638118888667,1.0729
2025-05-19,D070,2,96,76,0.5608526786740541,0.7917
2025-05-26,D070,2,96,85,0.32705866546420714,0.8854
2025-06-02,D070,2,96,101,0.43175888347050073,1.0521
2025-06-09,D070,2,96,90,0.47497527295517056,0.9375
2025-06-16,D070,2,96,67,0.41857881765156457,0.6979
2025-06-23,D070,2,96,77,0.43940787966087025,0.8021
2025-06-30,D070,2,96,91,0.39119380493402617,0.9479
2025-07-07,D070,2,96,91,0.3917116787915957,0.9479
2025-07-14,D070,2,96,101,0.3320365971108491,1.0521
2025-07-21,D070,2,96,75,0.4492185672443968,0.7812
2025-07-28,D070,2,96,85,0.5156930508961307,0.8854
2025-08-04,D070,2,96,83,0.47117453385964797,0.8646
2025-08-11,D070,2,96,99,0.4572824921473831,1.0312
2025-08-18,D070,2,96,86,0.4327308230535883,0.8958
2025-08-25,D070,2,96,80,0.44736683335946464,0.8333
2025-09-01,D070,2,96,87,0.48267482582045956,0.9062
2025-03-10,D071,5,240,71,0.37524801058789375,0.2958
2025-03-17,D071,5,240,100,0.5178112078582802,0.4167
2025-03-24,D071,5,240,104,0.3978154504734205,0.4333
2025-03-31,D071,5,240,87,0.3537916686208743,0.3625
2025-04-07,D071,5,240,98,0.35639271980026554,0.4083
2025-04-14,D071,5,240,105,0.4416286948966993,0.4375
2025-04-21,D071,5,240,73,0.516704566366841,0.3042
2025-04-28,D071,5,240,73,0.4534028632781062,0.3042
2025-05-05,D071,5,240,95,0.4744299256093184,0.3958
2025-05-12,D071,5,240,101,0.5183863303510613,0.4208
2025-05-19,D071,5,240,89,0.3824441076051206,0.3708
2025-05-26,D071,5,240,92,0.33589838797209076,0.3833
2025-06-02,D071,5,240,105,0.4607816151517575,0.4375
2025-06-09,D071,5,240,93,0.4969299596513276,0.3875
2025-06-16,D071,5,240,81,0.45638176560686655,0.3375
2025-06-23,D071,5,240,90,0.47830223488718193,0.375
2025-06-30,D071,5,240,106,0.47849163920116944,0.4417
2025-07-07,D071,5,240,62,0.3243931580761346,0.2583
2025-07-14,D071,5,240,95,0.4957820461013255,0.3958
2025-07-21,D071,5,240,78,0.4399281593308867,0.325
2025-07-28,D071,5,240,86,0.4569549997767936,0.3583
2025-08-04,D071,5,240,90,0.4189591074942653,0.375
2025-08-11,D071,5,240,103,0.37525403219707854,0.4292
2025-08-18,D071,5,240,91,0.45125623721628755,0.3792
2025-08-25,D071,5,240,77,0.4653798307333944,0.3208
2025-09-01,D071,5,240,93,0.33577180996987055,0.3875
2025-03-10,D072,3,144,184,0.7576314328788216,1.2778
2025-03-17,D072,3,144,188,0.6873344826921495,1.3056
2025-03-24,D072,3,144,129,0.6847932734710366,0.8958
2025-03-31,D072,3,144,149,0.6766357711143561,1.0347
2025-04-07,D072,3,144,191,0.726235867951648,1.3264
2025-04-14,D072,3,144,171,0.720176158772136,1.1875
2025-04-21,D072,3,144,180,0.7265780611348779,1.25
2025-04-28,D072,3,144,203,0.6831367999618146,1.4097
2025-05-05,D072,3,144,211,0.7489186689995472,1.4653
2025-05-12,D072,3,144,197,0.7024621293851643,1.3681
2025-05-19,D072,3,144,213,0.6698544093864752,1.4792
2025-05-26,D072,3,144,185,0.7716528055977162,1.2847
2025-06-02,D072,3,144,126,0.6706523108607804,0.875
2025-06-09,D072,3,144,200,0.6894076771410003,1.3889
2025-06-16,D072,3,144,178,0.7735359129220951,1.2361
2025-06-23,D072,3,144,175,0.7265088078853065,1.2153
2025-06-30,D072,3,144,189,0.7327541543373871,1.3125
2025-07-07,D072,3,144,217,0.6960254675776171,1.5069
2025-07-14,D072,3,144,151,0.7099758028521855,1.0486
2025-07-21,D072,3,144,103,0.721045448910744,0.7153
2025-07-28,D072,3,144,204,0.7051692659684896,1.4167
2025-08-04,D072,3,144,200,0.7271897986432726,1.3889
2025-08-11,D072,3,144,206,0.7435587316192774,1.4306
2025-08-18,D072,3,144,208,0.7030674613361555,1.4444
2025-08-25,D072,3,144,196,0.7675201209385519,1.3611
2025-09-01,D072,3,144,206,0.7024331847743152,1.4306
2025-03-10,D073,3,144,164,0.5950440813562384,1.1389
2025-03-17,D073,3,144,138,0.4976295929655321,0.9583
2025-03-24,D073,3,144,131,0.573260849981675,0.9097
2025-03-31,D073,3,144,157,0.5756781630686347,1.0903
2025-04-07,D073,3,144,136,0.56217143066116,0.9444
2025-04-14,D073,3,144,131,0.602841064567672,0.9097
2025-04-21,D073,3,144,140,0.5771212290968256,0.9722
2025-04-28,D073,3,144,144,0.6227610780711103,1.0
2025-05-05,D073,3,144,135,0.675645204905039,0.9375
2025-05-12,D073,3,144,151,0.5268623389376278,1.0486
2025-05-19,D073,3,144,164,0.604472046836022,1.1389
2025-05-26,D073,3,144,174,0.6093762463940284,1.2083
2025-06-02,D073,3,144,163,0.5984396297239479,1.1319
2025-06-09,D073,3,144,183,0.6624527185175946,1.2708
2025-06-16,D073,3,144,134,0.604502083913575,0.9306
2025-06-23,D073,3,144,133,0.49901299276145283,0.9236
2025-06-30,D073,3,144,136,0.6645471226546534,0.9444
2025-07-07,D073,3,144,147,0.615012856079151,1.0208
2025-07-14,D073,3,144,153,0.5457549409792148,1.0625
2025-07-21,D073,3,144,151,0.5126162570458507,1.0486
2025-07-28,D073,3,144,158,0.6647540501217462,1.0972
2025-08-04,D073,3,144,134,0.5867415003971366,0.9306
2025-08-11,D073,3,144,149,0.633323065093169,1.0347
